Signrt	Part	KeyType	Signup	ProdSubarea	GuideTime	Neighborhood	LowIncome	Minority	ZoneFare	AnnRides	AnnRevHrs	AnnFareRev	AnnOpCost	AnnPassMiles	AnnSeatMiles	AnnTrips	AnnPlatHrs	AnnPlatMile	AnnRevMile	AnnSeats	RidesPerRevHr	FR/OE	PassMilesPerRevHrs	PassMilesPerSeatMile	RidesPerTrip	RevHrsPerPlatHr	RidesPerPlatHr	SeatsPerTrip	PassMilesPerPlatMile	AverageLoad
249	 		2010.3	EAST	OffPeak	Redmond P&R	No	No	One-Zone	53,852	2,853	$48,849	$490,310	234,380	1,449,950	4,451	4,264	49,740	48,332	133,530	18.87	10%	82.14	0.16	12.10	0.67	12.63	30.0	4.71	4.85
249	 		2010.3	EAST	Peak	Redmond P&R	No	No	One-Zone	78,846	3,899	$93,488	$626,012	251,233	1,850,939	5,275	5,354	67,394	61,698	158,250	20.22	15%	64.44	0.14	14.95	0.73	14.73	30.0	3.73	4.07
250	 		2010.3	EAST	Peak	Redmond P&R	No	No	Two-Zone	58,962	2,968	$118,356	$716,910	586,650	2,562,585	2,964	5,269	106,425	61,014	124,488	19.87	17%	197.65	0.23	19.89	0.56	11.19	42.0	5.51	9.62
251	 		2010.3	EAST	Night	North Creek	No	No	One-Zone	11,544	1,177	$10,318	$237,378	59,730	485,200	1,574	1,903	36,831	26,956	28,332	9.81	4%	50.76	0.12	7.33	0.62	6.07	18.0	1.62	2.22
251	 		2010.3	EAST	OffPeak	North Creek	No	No	One-Zone	48,098	3,378	$42,990	$598,890	155,887	1,418,181	4,594	4,924	86,571	78,788	82,692	14.24	7%	46.15	0.11	10.47	0.69	9.77	18.0	1.80	1.98
251	 		2010.3	EAST	Peak	North Creek	No	No	One-Zone	47,773	3,859	$56,071	$661,357	254,377	1,562,633	5,060	5,333	100,995	86,813	91,080	12.38	8%	65.92	0.16	9.44	0.72	8.96	18.0	2.52	2.93
252	 		2010.3	EAST	Peak	Kingsgate P&R	No	No	Two-Zone	131,220	3,603	$298,360	$1,022,482	1,705,909	4,038,105	3,793	6,761	150,774	77,732	197,046	36.41	29%	473.41	0.42	34.60	0.53	19.41	51.9	11.31	21.95
253	 		2010.3	EAST	Night	Bear Creek P&R	No	Yes	One-Zone	86,678	2,007	$79,769	$336,240	249,682	1,112,896	2,155	2,934	31,274	26,498	90,510	43.18	24%	124.40	0.22	40.22	0.68	29.54	42.0	7.98	9.42
253	 		2010.3	EAST	OffPeak	Bear Creek P&R	No	Yes	One-Zone	453,241	8,502	$417,118	$1,338,358	1,057,177	4,869,102	9,470	11,812	119,148	115,931	397,740	53.31	31%	124.34	0.22	47.86	0.72	38.37	42.0	8.87	9.12
253	 		2010.3	EAST	Peak	Bear Creek P&R	No	Yes	One-Zone	269,109	5,755	$337,355	$917,047	870,570	3,064,238	5,865	7,990	85,810	72,958	246,330	46.76	37%	151.29	0.28	45.88	0.72	33.68	42.0	10.15	11.93
253	 	TB	2010.3	EAST	Night	Redmond	No	Yes	One-Zone	109,916	2,454	$101,156	$457,725	289,031	1,770,938	4,218	3,776	51,354	42,165	177,156	44.79	22%	117.77	0.16	26.06	0.65	29.11	42.0	5.63	6.85
255	 		2010.3	EAST	Night	Kingsgate	No	No	Two-Zone	179,336	6,619	$172,898	$1,479,590	1,828,000	8,294,596	6,889	10,656	171,558	143,010	399,562	27.09	12%	276.17	0.22	26.03	0.62	16.83	58.0	10.66	12.78
255	 		2010.3	EAST	OffPeak	Kingsgate	No	No	Two-Zone	380,473	11,638	$366,814	$2,301,490	3,697,865	13,822,179	11,464	16,713	262,585	238,313	664,912	32.69	16%	317.74	0.27	33.19	0.70	22.77	58.0	14.08	15.52
255	 		2010.3	EAST	Peak	Kingsgate	No	No	Two-Zone	321,280	7,531	$652,005	$1,483,001	2,810,296	8,004,200	6,630	10,774	169,055	138,003	384,540	42.66	44%	373.16	0.35	48.46	0.70	29.82	58.0	16.62	20.36
255	 	TB	2010.3	EAST	Peak	Kirkland	No	No	Two-Zone	131,900	2,752	$234,495	$659,558	1,169,427	2,814,178	2,749	4,439	86,101	48,520	159,442	47.92	36%	424.89	0.42	47.98	0.62	29.71	58.0	13.58	24.10
256	 		2010.3	WEST	Peak	Seattle CBD	No	No	Two-Zone	53,747	2,141	$82,438	$474,168	379,393	2,173,971	2,470	3,335	57,467	37,482	143,260	25.11	17%	177.23	0.17	21.76	0.64	16.12	58.0	6.60	10.12
257	 		2010.3	EAST	Peak	Kingsgate P&R	No	No	Two-Zone	91,951	3,212	$212,042	$885,250	1,191,726	3,701,392	3,020	5,875	124,299	68,226	163,924	28.62	24%	370.97	0.32	30.45	0.55	15.65	54.3	9.59	17.47
260	 		2010.3	EAST	Peak	Juanita	No	No	Two-Zone	38,742	1,758	$92,647	$423,635	569,384	1,488,254	1,482	2,980	68,256	35,435	62,244	22.04	22%	323.92	0.38	26.14	0.59	13.00	42.0	8.34	16.07
261	 		2010.3	EAST	Peak	Overlake P&R	No	Yes	Two-Zone	76,052	2,593	$146,051	$529,865	483,157	1,833,703	2,470	4,038	66,023	38,717	117,078	29.32	28%	186.30	0.26	30.79	0.64	18.83	47.4	7.32	12.48
265	 		2010.3	EAST	OffPeak	Redmond P&R	No	No	Two-Zone	5,559	693	$5,256	$209,266	62,883	582,624	765	1,628	27,456	13,872	32,130	8.02	3%	90.77	0.11	7.27	0.43	3.42	42.0	2.29	4.53
265	 		2010.3	EAST	Peak	Redmond P&R	No	No	Two-Zone	65,820	3,254	$147,509	$806,067	640,516	2,604,610	3,777	6,003	116,495	62,015	158,634	20.23	18%	196.83	0.25	17.43	0.54	10.96	42.0	5.50	10.33
266	 		2010.3	EAST	Peak	Bear Creek P&R	No	Yes	Two-Zone	58,172	1,927	$112,732	$607,906	561,159	1,753,991	2,223	4,392	83,664	37,546	104,234	30.19	19%	291.27	0.32	26.17	0.44	13.24	46.9	6.71	14.95
268	 		2010.3	EAST	Peak	E Lake Sammamish	No	Yes	Two-Zone	58,559	2,001	$140,049	$537,832	739,123	1,911,563	2,223	3,800	82,330	42,961	98,800	29.27	26%	369.43	0.39	26.34	0.53	15.41	44.4	8.98	17.20
269	 		2010.3	EAST	Night	E Lake Sammamish	No	Yes	One-Zone	29,194	2,527	$27,828	$480,877	215,486	1,827,513	2,263	3,771	63,213	48,064	86,058	11.55	6%	85.27	0.12	12.90	0.67	7.74	38.0	3.41	4.48
269	 		2010.3	EAST	OffPeak	E Lake Sammamish	No	Yes	One-Zone	13,032	836	$12,422	$182,385	105,470	607,530	757	1,427	24,173	16,016	28,734	15.58	7%	126.12	0.17	17.22	0.59	9.13	38.0	4.36	6.59
269	 		2010.3	EAST	Peak	E Lake Sammamish	No	Yes	One-Zone	56,979	5,354	$84,848	$1,016,513	426,567	3,760,033	4,797	7,827	141,081	101,750	177,186	10.64	8%	79.67	0.11	11.88	0.68	7.28	36.9	3.02	4.19
271	 		2010.3	EAST	Night	Issaquah P&R	No	Yes	Two-Zone	134,188	6,020	$125,761	$1,151,247	873,293	4,548,873	4,612	9,202	141,095	108,307	193,704	22.29	11%	145.06	0.19	29.10	0.65	14.58	42.0	6.19	8.06
271	 		2010.3	EAST	OffPeak	Issaquah P&R	No	Yes	Two-Zone	429,447	12,433	$402,478	$1,973,504	2,593,926	8,743,104	9,215	16,394	216,923	208,169	387,030	34.54	20%	208.64	0.30	46.60	0.76	26.20	42.0	11.96	12.46
271	 		2010.3	EAST	Peak	Issaquah P&R	No	Yes	Two-Zone	229,849	7,429	$345,509	$1,246,412	1,437,103	5,226,480	5,610	10,026	150,213	124,440	235,620	30.94	28%	193.45	0.27	40.97	0.74	22.93	42.0	9.57	11.55
271	 	TB	2010.3	EAST	Night	Bellevue TC	No	Yes	Two-Zone	71,669	2,882	$67,168	$549,626	467,645	1,956,610	3,315	4,713	54,471	46,586	139,230	24.87	12%	162.29	0.24	21.62	0.61	15.21	42.0	8.59	10.04
271	 	TB	2010.3	EAST	OffPeak	Bellevue TC	No	Yes	Two-Zone	87,727	2,982	$82,218	$515,170	498,248	1,885,577	3,125	4,193	60,095	44,895	131,250	29.42	16%	167.08	0.26	28.07	0.71	20.92	42.0	8.29	11.10
271	 	TB	2010.3	EAST	Peak	Bellevue TC	No	Yes	Two-Zone	327,681	10,389	$492,570	$1,802,167	1,888,250	6,804,345	11,182	14,891	201,273	162,008	469,644	31.54	27%	181.76	0.28	29.30	0.70	22.00	42.0	9.38	11.66
272	 		2010.3	EAST	OffPeak	Eastgate P&R	No	Yes	Two-Zone	32,315	901	$29,655	$214,077	252,740	944,770	868	1,468	27,140	16,583	49,476	35.88	14%	280.65	0.27	37.23	0.61	22.01	57.0	9.31	15.24
272	 		2010.3	EAST	Peak	Eastgate P&R	No	Yes	Two-Zone	42,924	2,250	$63,987	$477,730	347,588	1,798,863	2,111	3,556	65,248	40,296	94,272	19.08	13%	154.47	0.19	20.33	0.63	12.07	44.7	5.33	8.63
277	 		2010.3	EAST	Peak	Juanita	No	No	Two-Zone	49,244	2,675	$67,850	$578,058	394,480	2,060,253	2,708	4,275	84,750	49,054	113,736	18.41	12%	147.45	0.19	18.18	0.63	11.52	42.0	4.65	8.04
280	 		2010.3	EAST	Night	Bellevue TC	No	Yes	Two-Zone	11,381	821	$11,029	$172,048	132,379	1,107,133	1,460	1,165	29,569	26,360	61,320	13.86	6%	161.19	0.12	7.80	0.71	9.77	42.0	4.48	5.02
301	 		2010.3	WEST	Peak	Shoreline	No	Yes	Two-Zone	63,683	2,044	$131,658	$427,408	649,715	2,405,002	2,805	3,094	49,065	41,466	162,690	31.15	31%	317.83	0.27	22.70	0.66	20.58	58.0	13.24	15.67
301	 	EX	2010.3	WEST	OffPeak	Shoreline	No	Yes	Two-Zone	31,322	557	$30,160	$195,710	351,416	699,271	765	1,288	26,461	12,056	44,370	56.26	15%	631.19	0.50	40.94	0.43	24.32	58.0	13.28	29.15
301	 	EX	2010.3	WEST	Peak	Shoreline	No	Yes	Two-Zone	251,849	3,970	$615,140	$888,830	2,320,968	4,981,272	5,610	6,027	114,661	85,884	325,380	63.45	69%	584.70	0.47	44.89	0.66	41.79	58.0	20.24	27.02
303	 	EX	2010.3	WEST	Peak	Shoreline	No	No	Two-Zone	229,356	3,781	$498,257	$855,012	1,636,332	4,158,586	4,271	6,004	98,397	67,871	261,687	60.66	58%	432.78	0.39	53.70	0.63	38.20	61.3	16.63	24.11
304	 		2010.3	WEST	Peak	Shoreline	No	Yes	Two-Zone	89,729	2,182	$189,597	$540,739	931,289	2,126,551	2,223	3,919	61,567	37,798	124,982	41.13	35%	426.84	0.44	40.36	0.56	22.90	56.2	15.13	24.64
306	 	EX	2010.3	EAST	Peak	Kenmore	No	No	Two-Zone	116,316	2,724	$247,516	$617,953	999,396	3,096,781	2,805	4,169	74,463	49,235	176,460	42.70	40%	366.85	0.32	41.47	0.65	27.90	62.9	13.42	20.30
308	 		2010.3	WEST	Peak	Lake Forest Park	No	No	Two-Zone	46,711	1,466	$94,719	$320,452	455,122	1,439,543	1,729	2,260	41,634	27,854	89,414	31.87	30%	310.55	0.32	27.02	0.65	20.67	51.7	10.93	16.34
311	 		2010.3	EAST	Peak	Duvall	No	No	Two-Zone	158,715	5,297	$369,229	$1,506,288	2,682,768	6,482,014	4,287	9,750	233,889	126,546	217,442	29.96	25%	506.45	0.41	37.02	0.54	16.28	50.7	11.47	21.20
312	 	EX	2010.3	EAST	OffPeak	U of W - Bothell	No	No	Two-Zone	51,293	1,223	$49,508	$364,410	475,500	1,506,824	1,482	2,367	49,323	25,831	86,450	41.95	14%	388.91	0.32	34.61	0.52	21.67	58.3	9.64	18.41
312	 	EX	2010.3	EAST	Peak	U of W - Bothell	No	No	Two-Zone	216,346	4,140	$481,044	$1,101,877	2,012,870	4,866,910	4,454	7,063	142,024	76,853	282,092	52.25	44%	486.15	0.41	48.57	0.59	30.63	63.3	14.17	26.19
312	 	TEX	2010.3	EAST	Peak	Kenmore	No	No	Two-Zone	99,143	1,998	$220,444	$592,444	875,801	2,192,384	2,510	4,041	70,159	34,935	157,628	49.61	37%	438.24	0.40	39.50	0.49	24.53	62.8	12.48	25.07
316	 		2010.3	WEST	Peak	Shoreline	No	No	Two-Zone	136,429	2,919	$288,233	$510,518	571,135	2,515,932	3,458	3,808	55,128	43,378	200,564	46.74	56%	195.68	0.23	39.45	0.77	35.83	58.0	10.36	13.17
330	 		2010.3	WEST	Peak	Lake City	No	No	Two-Zone	82,647	1,893	$84,129	$382,765	211,942	1,299,699	5,857	3,110	38,994	29,481	257,525	43.67	22%	111.98	0.16	14.11	0.61	26.57	44.0	5.44	7.19
331	 		2010.3	WEST	Night	Kenmore	No	No	One-Zone	47,975	2,605	$35,603	$436,601	212,972	1,266,706	4,357	3,701	48,434	42,224	130,710	18.42	8%	81.77	0.17	11.01	0.70	12.96	30.0	4.40	5.04
331	 		2010.3	WEST	OffPeak	Kenmore	No	No	One-Zone	188,712	6,085	$140,043	$872,958	877,155	2,768,770	9,424	7,421	95,938	92,292	282,720	31.01	16%	144.16	0.32	20.02	0.82	25.43	30.0	9.14	9.50
331	 		2010.3	WEST	Peak	Kenmore	No	No	One-Zone	122,691	4,002	$104,054	$660,568	487,354	1,657,653	5,849	5,783	65,044	54,936	177,940	30.66	16%	121.77	0.29	20.98	0.69	21.22	30.4	7.49	8.87
342	 		2010.3	EAST	Peak	Bothell	No	No	One-Zone	67,082	3,169	$109,635	$713,322	656,710	3,785,953	2,263	4,813	103,414	70,660	121,262	21.17	15%	207.21	0.17	29.64	0.66	13.94	53.6	6.35	9.29
345	 		2010.3	WEST	Night	Shoreline	Yes	Yes	Two-Zone	63,904	2,158	$50,567	$338,556	229,569	928,043	4,363	2,982	32,725	30,935	130,890	29.62	15%	106.40	0.25	14.65	0.72	21.43	30.0	7.02	7.42
345	 		2010.3	WEST	OffPeak	Shoreline	Yes	Yes	Two-Zone	228,372	4,886	$180,711	$624,228	874,194	1,981,355	9,366	5,366	66,045	66,045	280,980	46.74	29%	178.92	0.44	24.38	0.91	42.56	30.0	13.24	13.24
345	 		2010.3	WEST	Peak	Shoreline	Yes	Yes	Two-Zone	134,152	2,937	$111,306	$367,673	439,824	1,153,926	5,355	3,171	38,464	38,464	160,650	45.68	30%	149.77	0.38	25.05	0.93	42.31	30.0	11.43	11.43
346	 		2010.3	WEST	Night	Aurora Village	No	Yes	Two-Zone	76,853	2,159	$59,730	$482,358	238,214	1,197,782	5,249	4,314	42,260	36,941	170,220	35.59	12%	110.33	0.20	14.64	0.50	17.81	32.4	5.64	6.45
346	 		2010.3	WEST	OffPeak	Aurora Village	No	Yes	Two-Zone	221,128	4,205	$171,861	$750,146	691,106	2,355,272	9,925	6,549	71,232	69,309	337,347	52.59	23%	164.35	0.29	22.28	0.64	33.77	34.0	9.70	9.97
346	 		2010.3	WEST	Peak	Aurora Village	No	Yes	Two-Zone	157,309	2,733	$144,126	$453,351	447,423	1,507,968	6,120	3,855	46,254	43,085	214,200	57.56	32%	163.73	0.30	25.70	0.71	40.81	35.0	9.67	10.38
347	 		2010.3	WEST	Night	Mountlake Terrace	No	No	Two-Zone	106,389	2,950	$71,440	$557,038	306,606	1,547,804	5,122	4,784	56,252	46,569	170,235	36.06	13%	103.92	0.20	20.77	0.62	22.24	33.2	5.45	6.58
347	 		2010.3	WEST	OffPeak	Mountlake Terrace	No	No	Two-Zone	230,164	5,652	$154,555	$952,240	660,400	2,957,382	9,534	8,221	93,922	86,661	325,356	40.72	16%	116.85	0.22	24.14	0.69	28.00	34.1	7.03	7.62
347	 		2010.3	WEST	Peak	Mountlake Terrace	No	No	Two-Zone	150,050	3,740	$123,596	$607,441	409,479	1,865,414	5,865	5,202	60,483	53,298	205,275	40.12	20%	109.49	0.22	25.58	0.72	28.84	35.0	6.77	7.68
348	 		2010.3	WEST	Night	Richmond Beach	No	Yes	Two-Zone	92,577	2,975	$61,591	$544,732	297,866	1,379,505	4,942	4,838	50,917	45,983	148,260	31.12	11%	100.13	0.22	18.73	0.61	19.13	30.0	5.85	6.48
348	 		2010.3	WEST	OffPeak	Richmond Beach	No	Yes	Two-Zone	243,497	5,993	$161,999	$963,661	905,292	2,721,209	9,748	8,512	92,086	90,707	292,440	40.63	17%	151.05	0.33	24.98	0.70	28.61	30.0	9.83	9.98
348	 		2010.3	WEST	Peak	Richmond Beach	No	Yes	Two-Zone	164,907	3,995	$133,789	$624,658	530,120	1,708,398	6,120	5,461	62,128	56,947	183,600	41.28	21%	132.70	0.31	26.95	0.73	30.20	30.0	8.53	9.31
355	 	EX	2010.3	WEST	Peak	Shoreline CC	No	No	One-Zone	183,949	4,096	$366,135	$923,501	1,152,082	3,077,329	4,446	6,937	104,931	60,804	224,770	44.91	40%	281.26	0.37	41.37	0.59	26.52	50.6	10.98	18.95
358	 	EX	2010.3	WEST	Night	Aurora Village	No	No	Two-Zone	649,941	11,779	$592,227	$2,289,733	3,389,628	11,630,696	14,661	17,833	211,309	189,531	899,712	55.18	26%	287.76	0.29	44.33	0.66	36.45	61.4	16.04	17.88
358	 	EX	2010.3	WEST	OffPeak	Aurora Village	No	No	Two-Zone	1,403,384	19,536	$1,278,764	$3,552,763	6,593,636	17,836,835	22,399	27,926	318,183	289,464	1,380,232	71.84	36%	337.52	0.37	62.65	0.70	50.25	61.6	20.72	22.78
358	 	EX	2010.3	WEST	Peak	Aurora Village	No	No	Two-Zone	950,787	13,745	$1,403,077	$2,578,168	4,674,231	12,536,987	15,276	19,485	246,638	197,428	970,014	69.17	54%	340.06	0.37	62.24	0.71	48.80	63.5	18.95	23.68
372	 	EX	2010.3	WEST	Night	Woodinville P&R	Yes	No	Two-Zone	109,810	2,683	$93,426	$652,119	543,476	2,734,606	2,767	4,779	72,445	47,214	160,258	40.93	14%	202.59	0.20	39.69	0.56	22.98	57.9	7.50	11.51
372	 	EX	2010.3	WEST	OffPeak	Woodinville P&R	Yes	No	Two-Zone	294,338	6,001	$250,423	$1,149,127	1,500,726	5,639,396	5,865	8,827	117,828	100,082	330,480	49.05	22%	250.08	0.27	50.19	0.68	33.34	56.3	12.74	14.99
372	 	EX	2010.3	WEST	Peak	Woodinville P&R	Yes	No	Two-Zone	342,250	7,110	$423,980	$1,456,753	1,988,796	6,505,876	6,630	10,668	161,206	113,149	381,225	48.13	29%	279.71	0.31	51.62	0.67	32.08	57.5	12.34	17.58
372	 	TEX	2010.3	WEST	OffPeak	Kenmore	Yes	No	Two-Zone	52,341	692	$44,532	$232,519	182,117	573,246	1,032	1,712	26,172	10,423	56,757	75.68	19%	263.32	0.32	50.72	0.40	30.58	55.0	6.96	17.47
372	 	TEX	2010.3	WEST	Peak	Kenmore	Yes	No	Two-Zone	116,583	1,546	$144,422	$383,803	491,829	1,238,740	2,171	2,936	40,026	22,216	121,083	75.41	38%	318.15	0.40	53.70	0.53	39.70	55.8	12.29	22.14
373	 	EX	2010.3	WEST	OffPeak	Aurora Village TC	No	Yes	Two-Zone	66,426	1,279	$58,607	$314,438	353,929	973,232	1,378	2,331	32,862	16,646	80,597	51.94	19%	276.75	0.36	48.20	0.55	28.50	58.5	10.77	21.26
373	 	EX	2010.3	WEST	Peak	Aurora Village TC	No	Yes	Two-Zone	158,999	3,033	$240,279	$618,310	872,111	2,369,860	3,163	4,625	61,532	38,222	196,139	52.42	39%	287.51	0.37	50.27	0.66	34.38	62.0	14.17	22.82
600	 	EX	2010.3	WEST	Peak	Seattle CBD	Yes	No	Two-Zone	14,803	1,128	$23,135	$227,932	63,084	1,238,641	2,717	1,531	35,973	26,414	127,452	13.12	10%	55.93	0.05	5.45	0.74	9.67	46.9	1.75	2.39
661	 		2010.3	WEST	Peak	North Seattle	Yes	Yes	Two-Zone	8,165	1,647	$7,364	$431,285	56,190	1,968,667	2,964	2,425	73,897	36,013	162,279	4.96	2%	34.12	0.03	2.75	0.68	3.37	54.8	0.76	1.56
671	 		2010.3	SOUTH	Night	Federal Way P&R,TC	Yes	Yes	One-Zone	617,386	16,205	$547,497	$3,270,178	2,663,747	12,611,208	23,395	24,925	336,629	262,734	1,122,960	38.10	17%	164.38	0.21	26.39	0.65	24.77	48.0	7.91	10.14
671	 		2010.3	SOUTH	OffPeak	Federal Way P&R,TC	Yes	Yes	One-Zone	968,506	17,634	$858,871	$3,005,302	4,108,535	12,702,845	23,565	23,956	276,852	264,643	1,131,120	54.92	29%	232.99	0.32	41.10	0.74	40.43	48.0	14.84	15.52
671	 		2010.3	SOUTH	Peak	Federal Way P&R,TC	Yes	Yes	One-Zone	640,088	13,477	$603,283	$2,360,192	2,568,644	9,346,219	17,340	18,662	222,120	194,713	832,320	47.50	26%	190.60	0.27	36.91	0.72	34.30	48.0	11.56	13.19
688	 		2010.3	WEST	OffPeak	Seattle	No	Yes	Two-Zone		3,090		$295,078		0	365	3,211	1,825	22	0						0.96		0.0		
773	 	DART	2010.3	WEST	Peak	West Seattle	Yes	No	One-Zone	10,322	1,483	$0	$181,911	14,457	293,875	6,630	1,942	19,592	19,592	99,450	6.96	0%	9.75	0.05	1.56	0.76	5.31	15.0	0.74	0.74
775	 	DART	2010.3	WEST	Peak	West Seattle	No	No	One-Zone	10,893	1,156	$0	$141,708	13,387	275,974	7,140	1,513	19,903	18,398	107,100	9.42	0%	11.58	0.05	1.53	0.76	7.20	15.0	0.67	0.73
821	 		2010.3	EAST	Peak	Newport Hills	No	Yes	One-Zone	17,479	207	$13,109	$45,518	65,952	178,744	360	321	5,155	2,930	21,960	84.44	29%	318.61	0.37	48.55	0.64	54.45	61.0	12.79	22.51
822	 		2010.3	EAST	Peak	Newport Hills	No	Yes	One-Zone	10,224	273	$7,668	$49,912	33,480	238,831	360	354	5,620	3,910	21,960	37.45	15%	122.64	0.14	28.40	0.77	28.88	61.0	5.96	8.56
823	 		2010.3	EAST	Peak	Newport Hills	No	Yes	One-Zone	14,486	279	$10,864	$50,367	59,724	241,434	360	360	5,674	3,964	21,960	51.92	22%	214.06	0.25	40.24	0.78	40.24	61.0	10.53	15.07
824	 		2010.3	EAST	Peak	Newport Hills	No	Yes	One-Zone	15,686	204	$11,764	$41,617	22,124	193,662	360	285	5,281	3,339	20,880	76.89	28%	108.45	0.11	43.57	0.72	55.04	58.0	4.19	6.63
885	 		2010.3	EAST	Peak	Bellevue	No	Yes	One-Zone	4,608	207	$3,456	$40,934	12,492	202,867	360	294	4,318	3,170	23,040	22.26	8%	60.35	0.06	12.80	0.70	15.67	64.0	2.89	3.94
886	 		2010.3	EAST	Peak	Clyde Hill	No	No	One-Zone	6,424	60	$4,818	$11,301	4,194	28,274	720	108	673	673	30,240	107.07	43%	69.90	0.15	8.92	0.56	59.48	42.0	6.23	6.23
888	 		2010.3	EAST	Peak	Eastgate	No	No	One-Zone	18,194	330	$13,645	$68,749	82,926	238,201	360	546	7,623	4,772	18,000	55.13	20%	251.29	0.35	50.54	0.60	33.32	50.0	10.88	17.38
889	 		2010.3	EAST	Peak	Bellevue	No	No	One-Zone	16,596	285	$12,447	$51,937	42,192	243,234	360	390	6,471	4,927	18,000	58.23	24%	148.04	0.17	46.10	0.73	42.55	50.0	6.52	8.56
890	 		2010.3	EAST	Peak	Eastgate	No	Yes	One-Zone	12,456	255	$9,342	$65,201	80,442	250,042	360	489	7,758	4,471	19,080	48.85	14%	315.46	0.32	34.60	0.52	25.47	53.0	10.37	17.99
891	 		2010.3	EAST	Peak	Mercer Island	No	No	One-Zone	14,040	249	$10,530	$67,703	64,422	227,981	360	486	7,150	3,562	23,040	56.39	16%	258.72	0.28	39.00	0.51	28.89	64.0	9.01	18.08
892	 		2010.3	EAST	Peak	Mercer Island	No	No	One-Zone	22,950	219	$17,213	$63,858	85,464	142,790	360	495	5,938	2,336	21,960	104.79	27%	390.25	0.60	63.75	0.44	46.36	61.0	14.39	36.58
901	 	DART	2010.3	SOUTH	OffPeak	Dash Point	Yes	Yes	One-Zone	64,140	3,078	$54,481	$370,526	113,855	682,152	13,220	3,956	45,477	45,477	198,300	20.84	15%	36.99	0.17	4.85	0.78	16.21	15.0	2.50	2.50
901	 	DART	2010.3	SOUTH	Peak	Dash Point	Yes	Yes	One-Zone	37,939	1,454	$33,549	$191,464	67,645	315,792	6,120	2,044	21,053	21,053	91,800	26.10	18%	46.54	0.21	6.20	0.71	18.56	15.0	3.21	3.21
903	 	DART	2010.3	SOUTH	Night	South Campus	Yes	Yes	One-Zone	25,502	1,391	$22,972	$188,047	82,728	348,842	3,627	2,008	23,256	23,256	54,405	18.33	12%	59.47	0.24	7.03	0.69	12.70	15.0	3.56	3.56
903	 	DART	2010.3	SOUTH	OffPeak	South Campus	Yes	Yes	One-Zone	64,286	3,637	$57,908	$392,912	207,995	904,017	9,425	4,195	60,268	60,268	141,375	17.67	15%	57.19	0.23	6.82	0.87	15.32	15.0	3.45	3.45
903	 	DART	2010.3	SOUTH	Peak	South Campus	Yes	Yes	One-Zone	50,865	2,423	$58,617	$262,716	164,702	587,520	6,120	2,805	39,168	39,168	91,800	21.00	22%	67.99	0.28	8.31	0.86	18.13	15.0	4.21	4.21
908	 	DART	2010.3	SOUTH	OffPeak	Renton Highlands	Yes	Yes	One-Zone	10,514	1,296	$9,424	$219,377	21,883	264,102	4,714	2,342	18,460	17,607	70,710	8.11	4%	16.88	0.08	2.23	0.55	4.49	15.0	1.19	1.24
908	 	DART	2010.3	SOUTH	Peak	Renton Highlands	Yes	Yes	One-Zone	6,848	701	$7,028	$112,650	14,171	142,864	2,550	1,203	9,902	9,524	38,250	9.77	6%	20.21	0.10	2.69	0.58	5.69	15.0	1.43	1.49
909	 	DART	2010.3	SOUTH	OffPeak	Renton	Yes	Yes	One-Zone	17,807	1,811	$15,825	$249,588	47,172	405,363	5,432	2,665	27,024	27,024	81,480	9.83	6%	26.05	0.12	3.28	0.68	6.68	15.0	1.75	1.75
909	 	DART	2010.3	SOUTH	Peak	Renton	Yes	Yes	One-Zone	10,595	1,020	$11,383	$143,300	27,835	228,353	3,060	1,530	15,224	15,224	45,900	10.39	8%	27.29	0.12	3.46	0.67	6.92	15.0	1.83	1.83
910	 	DART	2010.3	SOUTH	OffPeak	Auburn	Yes	Yes	One-Zone	15,291	2,111	$13,353	$252,708	41,159	452,165	5,526	2,698	30,144	30,144	82,890	7.24	5%	19.50	0.09	2.77	0.78	5.67	15.0	1.37	1.37
912	 		2010.3	SOUTH	Peak	Covington	No	No	One-Zone	3,753	924	$3,212	$299,477	34,859	1,145,700	1,498	1,948	54,672	27,279	62,916	4.06	1%	37.73	0.03	2.51	0.47	1.93	42.0	0.64	1.28
913	 	DART	2010.3	SOUTH	OffPeak	Kent	Yes	Yes	One-Zone	14,328	2,900	$12,998	$454,070	37,086	735,847	9,688	4,848	49,056	49,056	145,320	4.94	3%	12.79	0.05	1.48	0.60	2.96	15.0	0.76	0.76
913	 	DART	2010.3	SOUTH	Peak	Kent	Yes	Yes	One-Zone	9,439	1,696	$14,442	$279,037	24,563	464,967	6,120	2,979	30,998	30,998	91,800	5.57	5%	14.49	0.05	1.54	0.57	3.17	15.0	0.79	0.79
914	 	DART	2010.3	SOUTH	OffPeak	Kent	No	Yes	One-Zone	52,886	2,942	$0	$287,537	237,761	581,565	4,605	3,070	38,771	38,771	69,075	17.98	0%	80.81	0.41	11.48	0.96	17.23	15.0	6.13	6.13
916	 	DART	2010.3	SOUTH	OffPeak	Kent	Yes	Yes	One-Zone	51,552	2,483	$0	$323,476	278,637	488,406	4,605	3,454	32,560	32,560	69,075	20.77	0%	112.24	0.57	11.19	0.72	14.93	15.0	8.56	8.56
